customer_id,gender,age,country,city,signup_date,last_purchase_date,acquisition_channel,device_type,subscription_type,is_premium_user,total_visits,avg_session_time,pages_per_session,email_open_rate,email_click_rate,total_spent,avg_order_value,discount_used,coupon_code,support_tickets,refund_requested,delivery_delay_days,payment_method,satisfaction_score,nps_score,marketing_spend_per_user,lifetime_value,last_3_month_purchase_freq,churn
10035,,39,India,London,2023-06-16 00:00:00,2023-02-13 00:00:00,Referral,Desktop,Monthly,0,15,6.79603690506126,1.47652460552236,0.28,0.01,1041.57339204352,58.9167300843538,1,,1,0,3,Card,4,3,16.33,620.068550391141,5,0
10036,Female,25,UK,London,2023-10-31 00:00:00,2025-01-12 00:00:00,Organic,Desktop,Monthly,0,14,7.91127846385238,5.04550527309555,0.8,0.3,235.388141251733,30.7250880755542,0,SALE15,0,0,2,Card,1,4,7.95,2642.88327515167,13,0
10037,Male,41,UK,Berlin,2022-12-05 00:00:00,2024-02-11 00:00:00,Organic,Tablet,Annual,0,18,7.80533322731022,6.98391790719104,0.67,0.06,,103.384895742397,1,NEW20,4,0,3,BKash,4,10,27.29,358.840747788465,11,0
10038,Male,51,UK,Dhaka,2023-04-04 00:00:00,2023-03-28 00:00:00,Email,Tablet,Monthly,1,14,7.29774010263071,3.4563186124939,0.45,0.44,868.904352033418,105.65877893029,0,NEW20,1,0,2,SEPA,4,7,20.11,596.735601916039,9,0
10039,Female,33,Bangladesh,Delhi,2022-08-13 00:00:00,2023-02-04 00:00:00,Referral,Tablet,Monthly,0,12,4.36770405702404,4.07305256892857,0.26,0.07,490.76336619637,72.5523467364365,1,REF10,3,0,2,Card,3,0,19.63,822.66700556354,2,0
10040,Male,24,USA,New York,2023-11-21 00:00:00,2024-03-28 00:00:00,Facebook Ads,Tablet,Annual,0,11,4.16363829045624,4.57546407045439,0.65,0.49,746.263419770238,63.0309796155878,0,,1,1,3,PayPal,,10,27.49,1903.77802582791,0,0
10041,Male,34,Germany,Hamburg,2023-01-10 00:00:00,2023-11-13 00:00:00,Google Ads,Desktop,Monthly,0,16,6.99596357114135,3.00059311737826,0.93,0.47,121.242500388584,102.386650047199,0,,0,0,3,BKash,4,3,12.7,1589.31662984587,0,0
10042,Female,13,Bangladesh,Berlin,2023-09-22 00:00:00,2024-12-21 00:00:00,Facebook Ads,Tablet,Annual,0,14,8.08237197484927,4.28601180130871,0.81,0.18,52.3216851883951,82.7119162724702,0,NEW20,3,0,6,SEPA,3,3,18.3,1924.2904027237,5,0
10043,Male,38,India,Berlin,2024-06-29 00:00:00,2023-06-15 00:00:00,Referral,Mobile,Monthly,1,19,6.71847016927712,6.7836088373738,0.72,0.06,,51.320209687993,1,NEW20,1,0,5,SEPA,4,3,18.89,1808.7206776916,14,0
10044,Other,40,Germany,Dhaka,2023-11-02 00:00:00,2023-06-29 00:00:00,Referral,Mobile,Monthly,1,15,6.81942929045614,3.0817529049564,0.28,0.06,304.287221875689,74.4896666715759,1,REF10,0,0,4,Card,4,6,15.2,247.057480257884,5,0
10045,Male,,UK,Hamburg,2023-06-09 00:00:00,2024-05-28 00:00:00,Facebook Ads,Tablet,Annual,0,22,9.96199727398331,3.15830563225814,0.72,0.47,680.424493464025,32.4022738738922,1,REF10,3,0,3,UPI,5,3,15.62,1475.55227114985,10,0
10046,Female,33,India,New York,2022-02-25 00:00:00,2024-03-22 00:00:00,Facebook Ads,Mobile,Annual,0,15,6.6376751267018,3.22514653546878,0.79,0.37,563.075018017443,48.2718166831358,1,NEW20,2,0,5,BKash,3,10,13.76,1932.79030402119,6,0
10047,Male,39,UK,Hamburg,2022-08-28 00:00:00,2024-12-07 00:00:00,Email,Desktop,Monthly,0,9,3.65015236918418,3.43949810411848,0.07,0.43,1227.65905320681,68.787542100628,1,,1,0,2,PayPal,2,7,16.62,685.697720188336,10,0
10048,Female,26,UK,Mumbai,2022-10-02 00:00:00,2024-04-22 00:00:00,Organic,Mobile,Monthly,0,16,9.84708633861861,4.27498701396736,0.58,0.05,294.48362108758,64.3579195840657,1,SALE15,3,0,2,SEPA,4,10,21.78,27.4236791105857,0,0
10049,Female,31,UK,Delhi,2024-04-17 00:00:00,2023-12-19 00:00:00,Email,Tablet,Annual,0,10,11.2582364329103,2.39379344863762,0.51,0.48,870.016597227228,38.9419417357954,0,,4,0,2,SEPA,4,3,19.57,736.355737176785,3,0
10050,Male,,Germany,London,2024-07-12 00:00:00,2024-06-18 00:00:00,Facebook Ads,Mobile,Annual,0,13,9.66419539377329,4.01905911552252,0.79,0.29,495.707845973738,34.6689098567563,0,SALE15,1,0,5,Card,5,2,14.93,1722.85867118657,10,0
10051,,33,India,Dhaka,2023-02-10 00:00:00,2023-01-26 00:00:00,Facebook Ads,Mobile,Monthly,0,16,6.74362848565958,3.32885579461547,0.66,0.39,472.200879504077,52.406841647013,0,SALE15,0,0,4,Card,3,7,5.86,390.910946385212,8,0
10052,Female,32,India,London,2023-10-30 00:00:00,2023-01-30 00:00:00,Google Ads,Tablet,Monthly,1,12,7.53357826482661,4.49485529997313,0.68,0.38,,38.6543667057384,0,SALE15,3,0,1,PayPal,3,3,14.2,1348.32378171319,4,0
10053,Other,38,UK,Berlin,2023-08-15 00:00:00,2025-02-25 00:00:00,Organic,Desktop,Monthly,0,12,6.84322947743258,4.90449496491673,0.47,0.46,1147.63311695534,45.4823754164389,1,REF10,1,1,5,BKash,4,8,21.08,1136.42035148389,3,0
10054,Female,29,Bangladesh,London,2022-04-24 00:00:00,2024-11-09 00:00:00,Google Ads,Desktop,Monthly,0,10,9.31698945239815,4.20316301143738,0.94,0.07,950.09496213198,34.6963651906472,0,SALE15,2,0,3,SEPA,5,6,19.32,303.305955090397,6,0
10055,Female,36,USA,Delhi,2023-06-29 00:00:00,2024-08-24 00:00:00,Organic,Tablet,Annual,0,14,11.5614842136526,4.82939805888427,0.1,0.46,867.329728587336,24.0504639067033,0,REF10,2,0,2,UPI,5,0,12.91,789.989024500191,6,0
10056,Other,32,Bangladesh,Mumbai,2022-04-24 00:00:00,2023-08-12 00:00:00,Organic,Mobile,Monthly,1,8,9.19304404694668,2.47807046604821,0.19,0.44,677.675506815746,98.8560495610948,1,,0,0,5,BKash,3,0,22,648.094947448379,10,0
10057,Male,32,Germany,Delhi,2024-07-29 00:00:00,2023-04-16 00:00:00,Referral,Desktop,Monthly,0,21,7.89960795181819,3.96560421411294,0.86,0.34,132.133272588391,115.997806955069,0,,2,0,5,PayPal,4,2,6.88,150.718134450475,1,0
10058,Male,36,USA,Mumbai,2023-03-08 00:00:00,2024-06-23 00:00:00,Organic,Tablet,Monthly,1,15,8.1818184719182,4.17233875285891,0.13,0.2,748.425461269926,49.2439048787321,0,NEW20,4,0,5,PayPal,4,4,17.67,403.112625545655,3,0
10059,Male,35,Bangladesh,London,2023-05-17 00:00:00,2024-09-30 00:00:00,Facebook Ads,Desktop,Monthly,0,18,9.21095829503977,3.75660575798052,0.35,0.22,492.730416991764,68.5909261772171,0,,1,0,2,SEPA,5,8,25.34,196.492375283579,0,0
10060,Male,43,India,London,2023-01-06 00:00:00,2024-04-01 00:00:00,Organic,Tablet,Annual,0,26,13.456627080234,3.3048190132942,0.03,0.05,704.216527601613,46.265605399539,1,,5,0,3,PayPal,3,9,14.18,435.66727905011,11,0
10061,Male,34,Bangladesh,Dhaka,2023-07-29 00:00:00,2023-03-02 00:00:00,Email,Desktop,Monthly,1,9,10.3440338808289,3.79050105299168,0.42,0.38,,25.3557718442727,1,REF10,3,0,3,BKash,5,4,19.64,178.550489911485,4,0
10062,Male,32,UK,Mumbai,2023-06-22 00:00:00,2023-06-25 00:00:00,Referral,Tablet,Annual,0,16,5.09274307436388,4.96944834950106,0.78,0.22,812.823760511297,33.7002407697482,0,NEW20,0,0,5,SEPA,2,5,8.29,2396.51422536199,11,1
10063,Female,33,Germany,Delhi,2022-03-28 00:00:00,2024-08-29 00:00:00,Google Ads,Desktop,Annual,0,14,5.10480797967099,2.9954271534977,0.95,0.21,662.517508455226,38.9012132596003,0,NEW20,3,0,1,PayPal,5,3,18.6,1243.81661472919,1,0
10064,Male,28,Bangladesh,London,2024-02-08 00:00:00,2024-04-07 00:00:00,Organic,Tablet,Annual,0,12,13.3981735921643,4.18086945058941,0.42,0.2,,62.1668902957537,0,REF10,1,0,0,BKash,3,8,29.12,1907.3412911373,10,0
10065,Male,31,Bangladesh,New York,2023-03-22 00:00:00,2024-08-30 00:00:00,Google Ads,Mobile,Annual,0,15,10.1505071180066,5.17301234507666,0.11,0.1,440.160335838599,14.7441514398811,0,,4,0,6,UPI,5,9,8.35,2432.4673098818,3,0
10066,Female,55,USA,Dhaka,2023-08-28 00:00:00,2023-05-21 00:00:00,Facebook Ads,Tablet,Monthly,1,16,4.90991977727912,5.17253403305505,0.07,0.44,234.285571467988,84.6996276393146,0,,2,0,2,SEPA,2,9,16.8,751.03978859925,13,1
10067,Male,26,UK,Dhaka,2022-07-19 00:00:00,2023-03-27 00:00:00,Google Ads,Mobile,Monthly,0,17,5.4273264255244,2.65548839603742,0.55,0.37,462.721401395654,35.522206084299,1,,1,0,2,BKash,3,3,21.15,1804.56765510424,4,0
10068,Female,32,USA,Hamburg,2022-12-28 00:00:00,2024-05-02 00:00:00,Organic,Tablet,Monthly,1,14,7.9042891416405,4.28998937355259,0.69,0.32,81.1767352598175,73.6397644829006,1,,1,0,3,Card,3,9,17.41,1013.80296151831,13,1
10069,Male,31,Germany,Dhaka,2023-05-02 00:00:00,2024-09-26 00:00:00,Google Ads,Mobile,Annual,1,16,11.3933138207802,4.10584041780768,0.06,0.48,159.611056675596,12.3464308910402,1,REF10,1,0,3,UPI,5,8,28.61,1231.38419675053,0,0
10070,,33,Germany,Dhaka,2024-06-17 00:00:00,2024-01-30 00:00:00,Facebook Ads,Tablet,Monthly,0,9,5.26035379432373,4.38272765865822,0.7,0.41,461.820089614982,73.8052407582149,1,,2,0,2,SEPA,3,7,6.09,193.528279922847,5,0
10071,Female,32,UK,Mumbai,2023-12-18 00:00:00,2023-12-19 00:00:00,Organic,Mobile,Annual,0,17,9.0962515743774,5.08456489216796,0.49,0.15,224.69529001606,57.7967600818996,0,,2,0,3,UPI,2,4,17.45,754.214973276572,8,0
10072,Male,38,USA,Mumbai,2022-03-25 00:00:00,2024-12-28 00:00:00,Google Ads,Tablet,Annual,1,15,12.1699713364329,3.02788297600802,0.6,0.39,72.4922549119171,69.3990287759579,0,REF10,2,0,4,UPI,5,5,23.26,1944.13256855014,4,0
10073,Male,18,UK,London,2023-09-11 00:00:00,2024-02-28 00:00:00,Google Ads,Desktop,Monthly,1,16,5.77214896220965,5.48492400676736,0.94,0.27,99.0284755814463,57.2709858840411,0,REF10,3,0,1,BKash,4,0,27.6,2097.14701179764,13,1
10074,Female,45,USA,Berlin,2022-09-04 00:00:00,2023-04-18 00:00:00,Facebook Ads,Desktop,Monthly,0,12,6.97596367945373,3.28465266243599,0.19,0.18,439.513932776422,71.8343911042554,1,,4,1,2,SEPA,2,9,14.15,1676.71413731633,7,0
10075,Female,41,India,Hamburg,2024-06-02 00:00:00,2023-06-28 00:00:00,Email,Desktop,Annual,0,11,15.344108019427,4.35302795436443,0.12,0.3,678.222823489149,58.0369202253268,0,,1,0,2,Card,2,4,23.76,1454.04678890355,11,0
10076,Female,23,UK,New York,2023-06-01 00:00:00,2024-08-04 00:00:00,Email,Desktop,Monthly,1,19,7.67197912545056,3.702031128445,0.88,0.36,455.296889932764,63.1893859469552,1,NEW20,1,0,2,BKash,4,6,7.26,1021.82408854227,9,0
10077,Female,12,Germany,Berlin,2024-07-29 00:00:00,2024-09-30 00:00:00,Referral,Tablet,Monthly,0,21,7.68160785918955,6.06092115805801,0.73,0.4,119.193095404267,62.0156680552532,0,NEW20,3,0,3,UPI,1,6,20.98,342.096280470268,2,1
10078,Male,25,USA,Berlin,2022-09-25 00:00:00,2024-02-18 00:00:00,Facebook Ads,Desktop,Annual,1,19,8.2634590265009,4.18863444071774,0.28,0.45,681.080665721165,65.1957473006295,0,,1,1,3,UPI,4,7,11.7,1570.1550958069,6,0
10079,Male,33,India,London,2024-03-26 00:00:00,2023-07-25 00:00:00,Email,Tablet,Annual,0,21,7.66411353877529,5.08199594166781,0.16,0.06,,42.474901237464,1,SALE15,3,0,0,UPI,2,1,7.66,967.469530893537,14,0
10080,Male,61,Germany,Dhaka,2023-04-10 00:00:00,2025-02-13 00:00:00,Google Ads,Mobile,Monthly,0,11,10.3512273877939,2.79240005201529,0.73,0.32,97.4830859924556,57.5613243215725,0,SALE15,1,0,3,PayPal,4,3,9.7,890.619017716425,5,1
10081,Female,40,USA,Dhaka,2022-01-14 00:00:00,2023-03-08 00:00:00,Facebook Ads,Desktop,Annual,1,20,8.73994793515188,3.78413787483618,0.07,0.43,112.428006049715,7.42722117978752,1,SALE15,1,0,4,PayPal,4,9,13.22,1061.85259980768,4,1
10082,Female,,India,London,2024-03-31 00:00:00,2024-04-23 00:00:00,Google Ads,Desktop,Annual,1,19,6.4690745123576,4.7999512812668,0.15,0.37,531.818193688493,41.0446856026157,1,NEW20,2,0,5,BKash,4,7,6.1,640.022782086477,5,0
10083,Male,28,Germany,London,2022-08-06 00:00:00,2023-05-18 00:00:00,Google Ads,Desktop,Annual,0,17,6.29330984125784,1.61272337872119,0.93,0.19,1208.7233510633,65.7114659676396,0,REF10,4,0,2,PayPal,3,3,10.61,1801.61866860314,7,0
10084,Male,34,Germany,Mumbai,2024-09-16 00:00:00,2023-08-13 00:00:00,Referral,Desktop,Monthly,0,16,8.93539192361889,3.41178281536126,0.61,0,445.382747276258,53.7394185139452,0,NEW20,3,0,1,PayPal,3,10,23.02,1447.90215945267,12,0
10085,Male,38,India,Delhi,2022-08-22 00:00:00,2023-03-02 00:00:00,Referral,Tablet,Monthly,0,13,4.42281068981997,2.94734553238762,0.05,0.45,725.004680616102,81.2157682754483,1,REF10,1,0,5,Card,3,8,12.27,409.380385542608,1,0
10086,Male,22,Germany,Dhaka,2022-02-14 00:00:00,2024-09-05 00:00:00,Organic,Desktop,Monthly,1,12,10.5502100088074,1.92195245633632,0.94,0.27,103.683162050107,87.773041635867,0,NEW20,1,0,1,SEPA,1,9,17.15,481.831916732052,2,0
10087,Female,34,USA,New York,2022-06-09 00:00:00,2023-10-20 00:00:00,Facebook Ads,Desktop,Annual,0,21,14.6597132296581,1.05738714498449,0.4,0.18,777.403871294041,87.0949135479572,1,,2,0,6,UPI,3,2,29.12,1091.65905222485,1,0
10088,Female,28,USA,Delhi,2022-06-07 00:00:00,2023-01-15 00:00:00,Email,Tablet,Annual,0,17,8.63332010790537,4.46622976357592,0.91,0.41,848.264323219788,24.6428137291307,1,NEW20,2,0,5,PayPal,4,2,22.88,775.711754305974,12,0
10089,Female,24,Germany,Berlin,2024-02-19 00:00:00,2023-02-19 00:00:00,Referral,Mobile,Monthly,0,17,3.63785405146414,2.84878426549198,0.7,0.16,295.108330119564,62.6089093096801,0,,2,0,2,UPI,4,7,6.81,2215.15653789112,11,0
10090,Female,38,Bangladesh,Hamburg,2022-04-10 00:00:00,2025-02-10 00:00:00,Facebook Ads,Tablet,Monthly,0,11,7.62554733807238,0.894168198375317,0.57,0.03,20.5445259083155,57.3045187547989,0,,2,1,3,UPI,3,4,14.84,1647.96976228735,3,0
10091,Male,43,India,Mumbai,2022-03-24 00:00:00,2023-04-11 00:00:00,Referral,Mobile,Monthly,0,12,6.6162817327833,5.06819817293224,0.87,0.31,1019.73280948845,55.092961437635,0,SALE15,1,0,2,UPI,,3,20.62,1267.48009647884,9,0
10092,Female,43,Bangladesh,Mumbai,2023-07-10 00:00:00,2024-03-01 00:00:00,Email,Mobile,Annual,1,14,8.31662019343018,3.08095562558023,0.65,0.31,345.117011931536,27.8177933883068,0,REF10,0,0,4,Card,3,2,6.39,1324.03903964305,1,0
10093,Female,41,USA,Dhaka,2022-06-02 00:00:00,2023-01-10 00:00:00,Referral,Tablet,Annual,0,13,7.92012122510584,3.07950867563418,0.09,0.22,491.091646857035,71.6225186775389,0,REF10,5,0,2,BKash,5,3,19.39,1017.31181307122,5,1
10094,Female,30,Germany,London,2024-09-19 00:00:00,2025-01-25 00:00:00,Organic,Desktop,Monthly,0,12,11.7751450802984,5.80648047823263,0.26,0.44,450.421459170246,49.9773331244579,0,SALE15,1,0,5,BKash,,9,14.13,1635.74616030422,6,0
10095,Female,42,UK,London,2023-11-13 00:00:00,2023-05-03 00:00:00,Facebook Ads,Tablet,Monthly,1,13,6.53503998307783,2.40830607513652,0.14,0.09,470.203518285841,85.7410034877713,0,,0,0,4,UPI,4,8,9.02,342.966439253788,0,0
10096,Female,38,UK,Hamburg,2022-01-21 00:00:00,2024-10-23 00:00:00,Facebook Ads,Desktop,Monthly,0,10,7.83994733523152,4.34523315460565,0.4,0.4,,63.9305537711719,1,NEW20,1,0,6,BKash,5,0,19.32,2215.06061039669,12,0
10097,Female,36,Bangladesh,London,2022-09-07 00:00:00,2024-11-01 00:00:00,Google Ads,Tablet,Monthly,0,18,5.25020734381707,4.79804457741649,0.62,0.22,515.211400630356,54.5039379054898,0,REF10,1,0,2,Card,4,2,6.65,1025.32562618483,9,0
10098,Male,29,Bangladesh,Dhaka,2022-07-08 00:00:00,2023-09-10 00:00:00,Organic,Mobile,Annual,0,11,9.02307059403986,5.01143688054577,0.29,0.09,289.904834498528,48.7623773328216,1,,0,0,1,Card,3,6,5.68,2319.08962730303,2,0
10099,Male,30,Bangladesh,Mumbai,2022-11-18 00:00:00,2023-11-28 00:00:00,Referral,Tablet,Annual,1,16,10.6116969083152,0.867600893648744,0.7,0.3,412.172333738361,62.2856111731989,1,,1,1,3,BKash,2,10,13.37,962.125952972881,5,0
10100,Male,36,USA,New York,2024-05-18 00:00:00,2023-07-20 00:00:00,Google Ads,Mobile,Annual,1,23,12.1516450539844,5.34249753221741,0.89,0.44,664.14855231555,92.2633907233166,0,REF10,3,0,2,BKash,1,9,28.43,1822.42733874627,2,0
10101,Male,59,USA,London,2023-06-17 00:00:00,2025-03-06 00:00:00,Referral,Tablet,Monthly,1,17,9.16164484898924,3.34316921699748,0.59,0.05,481.917705825598,43.6411592238652,0,NEW20,0,0,4,PayPal,4,8,5.55,2087.47129643118,1,0
